CO_CID,NO_CID,TP_AGRAVO,TP_SEXO,TP_ESTADIO,VL_CAMPOS_IRRADIADOS
K091,Cistos de desenvolvimento (não-odontogênicos) da região bucal,0,I,N,0000
K092,Outros cistos das mandíbulas,0,I,N,0000
K098,Outros cistos da região oral não classificados em outra parte,0,I,N,0000
K099,"Cistos da região oral, sem outras especificações",0,I,N,0000
K10,Doenças dos maxilares,0,I,N,0000
K100,Transtornos do desenvolvimento dos maxilares,0,I,N,0000
K101,Granuloma central de células gigantes,0,I,N,0000
K102,Afecções inflamatórias dos maxilares,0,I,N,0000
K103,Alveolite maxilar,0,I,N,0000
K108,Outras doenças especificadas dos maxilares,0,I,N,0000
K109,"Doença dos maxilares, sem outra especificação",0,I,N,0000
K11,Doenças das glândulas salivares,0,I,N,0000
K110,Atrofia de glândula salivar,0,I,N,0000
K111,Hipertrofia de glândula salivar,0,I,N,0000
K112,Sialadenite,0,I,N,0000
K113,Abscesso de glândula salivar,0,I,N,0000
K114,Fístula de glândula salivar,0,I,N,0000
K115,Sialolitíase,0,I,N,0000
K116,Mucocele de glândula salivar,0,I,N,0000
K117,Alterações da secreção salivar,0,I,N,0000
K118,Outras doenças das glândulas salivares,0,I,N,0000
K119,"Doença de glândula salivar, sem outra especificação",0,I,N,0000
K12,Estomatite e lesões correlatas,0,I,N,0000
K120,Aftas bucais recidivantes,0,I,N,0000
K121,Outras formas de estomatite,0,I,N,0000
K122,Celulite e abscesso da boca,0,I,N,0000
K13,Doenças do lábio e da mucosa oral,0,I,N,0000
K130,Doenças dos lábios,0,I,N,0000
K131,Mordedura da mucosa das bochechas e dos lábios,0,I,N,0000
K132,"Leucoplasia e outras afecções do epitélio oral, inclusive da língua",0,I,N,0000
K133,Leucoplasia pilosa,0,I,N,0000
K134,Lesões granulomatosas e granulomatóides da mucosa oral,0,I,N,0000
K135,Fibrose oral submucosa,0,I,N,0000
K136,Hiperplasia irritativa da mucosa oral,0,I,N,0000
K137,Outras lesões e as não especificadas da mucosa oral,0,I,N,0000
K14,Doenças da língua,0,I,N,0000
K140,Glossite,0,I,N,0000
K141,Língua geográfica,0,I,N,0000
K142,Glossite rombóide mediana,0,I,N,0000
K143,Hipertrofia das papilas linguais,0,I,N,0000
K144,Atrofia das papilas linguais,0,I,N,0000
K145,Língua escrotal,0,I,N,0000
K146,Glossodínia,0,I,N,0000
K148,Outras doenças da língua,0,I,N,0000
K149,"Doença da língua, sem outra especificação",0,I,N,0000
K20,ESOFAGITE,0,I,N,0000
K21,Doença de refluxo gastroesofágico,0,I,N,0000
K210,Doença de refluxo gastroesofágico com esofagite,0,I,N,0000
K219,Doença de refluxo gastroesofágico sem esofagite,0,I,N,0000
K22,Doenças do esôfago,0,I,N,0000
K220,Acalásia do cárdia,0,I,N,0000
K221,Úlcera do esôfago,0,I,N,0000
K222,Obstrução do esôfago,0,I,N,0000
K223,Perfuração do esôfago,0,I,N,0000
K224,Discinesia do esôfago,0,I,N,0000
K225,Divertículo do esôfago adquirido,0,I,N,0000
K226,Síndrome da laceração hemorrágica gastroesofágica,0,I,N,0000
K227,Esôfago de Barret,0,I,N,0000
K228,Outras doenças especificadas do esôfago,0,I,N,0000
K229,"Doença do esôfago, sem outra especificação",0,I,N,0000
K23,Doenças classificadas em outra parte,0,I,N,0000
K230,Esofagite tuberculosa,0,I,N,0000
K231,Megaesôfago na doença de Chagas,0,I,N,0000
K238,Transtornos do esôfago em outras doenças classificadas em outra parte,0,I,N,0000
K25,Úlcera gastrica,0,I,N,0000
K250,Úlcera gástrica - aguda com hemorragia,0,I,N,0000
K251,Úlcera gástrica - aguda com perfuração,0,I,N,0000
K252,Úlcera gástrica - aguda com hemorragia e perfuração,0,I,N,0000
K253,Úlcera gástrica - aguda sem hemorragia ou perfuração,0,I,N,0000
K254,Úlcera gástrica - crônica ou não especificada com hemorragia,0,I,N,0000
K255,Úlcera gástrica - crônica ou não especificada com perfuração,0,I,N,0000
K256,Úlcera gástrica - crônica ou não especificada com hemorragia e perfuração,0,I,N,0000
K257,Úlcera gástrica - crônica sem hemorragia ou perfuração,0,I,N,0000
K259,"Úlcera gástrica - não especificada como aguda ou crônica, sem hemorragia ou perfuração",0,I,N,0000
K26,Úlcera duodenal,0,I,N,0000
K260,Úlcera duodenal - aguda com hemorragia,0,I,N,0000
K261,Úlcera duodenal - aguda com perfuração,0,I,N,0000
K262,Úlcera duodenal - aguda com hemorragia e perfuração,0,I,N,0000
K263,Úlcera duodenal - aguda sem hemorragia ou perfuração,0,I,N,0000
K264,Úlcera duodenal - crônica ou não especificada com hemorragia,0,I,N,0000
K265,Úlcera duodenal - crônica ou não especificada com perfuração,0,I,N,0000
K266,Úlcera duodenal - crônica ou não especificada com hemorragia e perfuração,0,I,N,0000
K267,Úlcera duodenal - crônica sem hemorragia ou perfuração,0,I,N,0000
K269,"Úlcera duodenal - não especificada como aguda ou crônica, sem hemorragia ou perfuração",0,I,N,0000
K27,Úlcera peptica de localização não especificada,0,I,N,0000
K270,Úlcera péptica de localização não especificada - aguda com hemorragia,0,I,N,0000
K271,Úlcera péptica de localização não especificada - aguda com perfuração,0,I,N,0000
K272,Úlcera péptica de localização não especificada - aguda com hemorragia e perfuração,0,I,N,0000
K273,Úlcera péptica de localização não especificada - aguda sem hemorragia ou perfuração,0,I,N,0000
K274,Úlcera péptica de localização não especificada - crônica ou não especificada com hemorragia,0,I,N,0000
K275,Úlcera péptica de localização não especificada - crônica ou não especificada com perfuração,0,I,N,0000
K276,Úlcera péptica de localização não especificada - crônica ou não especif. com hemorragia e perfuração,0,I,N,0000
K277,Úlcera péptica de localização não especificada - crônica sem hemorragia ou perfuração,0,I,N,0000
K279,"Úlcera péptica de localização não especificada - ñ espec. como aguda/crônica, sem hemorr./perfuração",0,I,N,0000
K28,Úlcera gastrojejunal,0,I,N,0000
K280,Úlcera gastrojejunal - aguda com hemorragia,0,I,N,0000
K281,Úlcera gastrojejunal - aguda com perfuração,0,I,N,0000
K282,Úlcera gastrojejunal - aguda com hemorragia e perfuração,0,I,N,0000
K283,Úlcera gastrojejunal - aguda sem hemorragia ou perfuração,0,I,N,0000
K284,Úlcera gastrojejunal - crônica ou não especificada com hemorragia,0,I,N,0000
K285,Úlcera gastrojejunal - crônica ou não especificada com perfuração,0,I,N,0000
K286,Úlcera gastrojejunal - crônica ou não especificada com hemorragia e perfuração,0,I,N,0000
K287,Úlcera gastrojejunal - crônica sem hemorragia ou perfuração,0,I,N,0000
K289,"Úlcera gastrojejunal - não especificada como aguda ou crônica, sem hemorragia ou perfuração",0,I,N,0000
K29,Gastrite e duodenite,0,I,N,0000
K290,Gastrite hemorrágica aguda,0,I,N,0000
K291,Outras gastrites agudas,0,I,N,0000
K292,Gastrite alcoólica,0,I,N,0000
K293,Gastrite superficial crônica,0,I,N,0000
K294,Gastrite atrófica crônica,0,I,N,0000
K295,"Gastrite crônica, sem outra especificação",0,I,N,0000
K296,Outras gastrites,0,I,N,0000
K297,Gastrite não especificada,0,I,N,0000
K298,Duodenite,0,I,N,0000
K299,"Gastroduodenite, sem outra especificação",0,I,N,0000
K30,DISPEPSIA,0,I,N,0000
K31,Doenças do estomago e do duodeno,0,I,N,0000
K310,Dilatação aguda do estômago,0,I,N,0000
K311,Estenose pilórica hipertrófica do adulto,0,I,N,0000
K312,Estenose e estreitamento em ampulheta do estômago,0,I,N,0000
K313,Espasmo do piloro não classificado em outra parte,0,I,N,0000
K314,Divertículo gástrico,0,I,N,0000
K315,Obstrução do duodeno,0,I,N,0000
K316,Fístula do estômago e do duodeno,0,I,N,0000
K317,Pólipo do estômago e do duodeno,0,I,N,0000
K318,Outras doenças especificadas do estômago e do duodeno,0,I,N,0000
K319,"Doenças do estômago e do duodeno, sem outra especificação",0,I,N,0000
K35,Apendicite aguda,0,I,N,0000
K350,Apendicite aguda com peritonite generalizada,0,I,N,0000
K351,Apendicite aguda com abscesso peritonial,0,I,N,0000
K359,Apendicite aguda sem outra especificação,0,I,N,0000
K36,OUTRAS FORMAS DE APENDICITE,0,I,N,0000
K37,OUTRAS ESPECIFICACOES,0,I,N,0000
K38,Doenças do apendice,0,I,N,0000
K380,Hiperplasia do apêndice,0,I,N,0000
K381,Concreções apendiculares,0,I,N,0000
K382,Divertículo do apêndice,0,I,N,0000
K383,Fístula do apêndice,0,I,N,0000
K388,Outras doenças especificadas do apêndice,0,I,N,0000
K389,"Doença do apêndice, sem outra especificação",0,I,N,0000
K40,Hérnia inguinal,0,I,N,0000
K400,"Hérnia inguinal bilateral, com obstrução, sem gangrena",0,I,N,0000
K401,"Hérnia inguinal bilateral, com gangrena",0,I,N,0000
K402,"Hérnia inguinal bilateral, sem obstrução ou gangrena",0,I,N,0000
K403,"Hérnia inguinal unilateral ou não especificada, com obstrução sem gangrena",0,I,N,0000
K404,"Hérnia inguinal unilateral ou não especificada, com gangrena",0,I,N,0000
K409,"Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena",0,I,N,0000
K41,Hérnia femoral,0,I,N,0000
K410,"Hérnia femoral bilateral, com obstrução, sem gangrena",0,I,N,0000
K411,"Hérnia femoral bilateral, com gangrena",0,I,N,0000
K412,"Hérnia femoral bilateral, sem obstrução ou gangrena",0,I,N,0000
K413,"Hérnia femoral unilateral ou não especificada, com obstrução, sem gangrena",0,I,N,0000
K414,"Hérnia femoral unilateral ou não especificada, com gangrena",0,I,N,0000
K419,"Hérnia femoral unilateral ou não especificada, sem obstrução ou gangrena",0,I,N,0000
K42,Hérnia umbilical,0,I,N,0000
K420,"Hérnia umbilical com obstrução, sem gangrena",0,I,N,0000
K421,Hérnia umbilical com gangrena,0,I,N,0000
K429,Hérnia umbilical sem obstrução ou gangrena,0,I,N,0000
K43,Hérnia ventral,0,I,N,0000
K430,"Hérnia ventral com obstrução, sem gangrena",0,I,N,0000
K431,Hérnia ventral com gangrena,0,I,N,0000
K439,Hérnia ventral sem obstrução ou gangrena,0,I,N,0000
K44,Hérnia diafragmática,0,I,N,0000
K440,"Hérnia diafragmática com obstrução, sem gangrena",0,I,N,0000
K441,Hérnia diafragmática com gangrena,0,I,N,0000
K449,Hérnia diafragmática sem obstrução ou gangrena,0,I,N,0000
K45,Outras Hérnias abdominais,0,I,N,0000
K450,"Outras hérnias abdominais especificadas, com obstrução, sem gangrena",0,I,N,0000
K451,"Outras hérnias abdominais especificadas, com gangrena",0,I,N,0000
K458,"Outras hérnias abdominais especificadas, sem obstrução ou gangrena",0,I,N,0000
K46,Hérnia abdominal não especificada,0,I,N,0000
K460,"Hérnia abdominal não especificada, com obstrução, sem gangrena",0,I,N,0000
K461,Hérnia abdominal não especificada com gangrena,0,I,N,0000
K469,"Hérnia abdominal não especificada, sem obstrução ou gangrena",0,I,N,0000
K50,Doença de crohn (enterite regional),0,I,N,0000
K500,Doença de crohn do intestino delgado,0,I,N,0000
K501,Doença de crohn do intestino grosso,0,I,N,0000
K508,Outra forma de doença de crohn,0,I,N,0000
K509,Doença de crohn de localização não especificada,0,I,N,0000
K51,Colite Úlcerativa,0,I,N,0000
K510,Enterocolite ulcerativa (crônica),0,I,N,0000
K511,Ileocolite ulcerativa (crônica),0,I,N,0000
K512,Proctite ulcerativa (crônica),0,I,N,0000
K513,Retossigmoidite ulcerativa (crônica),0,I,N,0000
K514,Pseudopolipose do cólon,0,I,N,0000
K515,Proctocolite mucosa,0,I,N,0000
K518,Outras colites ulcerativas,0,I,N,0000
K519,"Colite ulcerativa, sem outra especificação",0,I,N,0000
K52,Outras gastroenterites e colites não-infecciosas,0,I,N,0000
K520,Gastroenterite e colite devida à radiação,0,I,N,0000
K521,Gastroenterite e colite tóxicas,0,I,N,0000
K522,Gastroenterite e colite alérgicas ou ligadas à dieta,0,I,N,0000
K528,"Outras gastroenterites e colites especificadas, não-infecciosas",0,I,N,0000
K529,"Gastroenterite e colite não-infecciosas, não especificadas",0,I,N,0000
K55,Transtornos vasculares do intestino,0,I,N,0000
K550,Transtornos vasculares agudos do intestino,0,I,N,0000
K551,Transtornos vasculares crônicos do intestino,0,I,N,0000
K552,Angiodisplasia do cólon,0,I,N,0000
K558,Outros transtornos vasculares do intestino,0,I,N,0000
K559,"Transtorno vascular do intestino, sem outra especificação",0,I,N,0000
K56,Ileo paralitico e obstrução intestinal sem Hérnia,0,I,N,0000
K560,Íleo paralítico,0,I,N,0000
K561,Intussuscepção,0,I,N,0000
K562,Volvo,0,I,N,0000
K563,Íleo biliar,0,I,N,0000
K564,Outras obstruções do intestino,0,I,N,0000
K565,Aderências intestinais (bridas) com obstrução,0,I,N,0000
K566,"Outras formas de obstrução intestinal, e as não especificadas",0,I,N,0000
K567,"Íleo, não especificado",0,I,N,0000
K57,Doença diverticular do intestino,0,I,N,0000
K570,Doença diverticular do intestino delgado com perfuração e abscesso,0,I,N,0000
K571,Doença diverticular do intestino delgado sem perfuração ou abscesso,0,I,N,0000
K572,Doença diverticular do intestino grosso com perfuração e abscesso,0,I,N,0000
K573,Doença diverticular do intestino grosso sem perfuração ou abscesso,0,I,N,0000
K574,Doença diverticular concomitante dos intestinos delgado e grosso com perfuração e abscesso,0,I,N,0000
K575,Doença diverticular concomitante dos intestinos delgado e grosso sem perfuração ou abscesso,0,I,N,0000
K578,"Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso",0,I,N,0000
K579,"Doença diverticular do intestino, de localização não especificada, sem perfuração ou abscesso",0,I,N,0000
K58,Síndrome do colon irritavel,0,I,N,0000
K580,Síndrome do cólon irritável com diarréia,0,I,N,0000
K589,Síndrome do cólon irritável sem diarréia,0,I,N,0000
K59,Transtornos funcionais do intestino,0,I,N,0000
K590,Constipação,0,I,N,0000
K591,Diarréia funcional,0,I,N,0000
K592,Cólon neurogênico não classificado em outra parte,0,I,N,0000
K593,Megacólon não classificado em outra parte,0,I,N,0000
K594,Espasmo anal,0,I,N,0000
K598,Outros transtornos funcionais especificados do intestino,0,I,N,0000
K599,"Transtorno intestinal funcional, não especificado",0,I,N,0000
K60,Fissura e fístula das regiões anal e retal,0,I,N,0000
K600,Fissura anal aguda,0,I,N,0000
K601,Fissura anal crônica,0,I,N,0000
K602,"Fissura anal, não especificada",0,I,N,0000
K603,Fístula anal,0,I,N,0000
K604,Fístula retal,0,I,N,0000
K605,Fístula anorretal,0,I,N,0000
K61,Abscesso das regiões anal e retal,0,I,N,0000
K610,Abscesso anal,0,I,N,0000
K611,Abscesso retal,0,I,N,0000
K612,Abscesso anorretal,0,I,N,0000
K613,Abscesso ísquio-retal,0,I,N,0000
K614,Abscesso intra-esfincteriano,0,I,N,0000
K62,Doenças do reto e do anûs,0,I,N,0000
K620,Pólipo anal,0,I,N,0000
K621,Pólipo retal,0,I,N,0000
K622,Prolapso anal,0,I,N,0000
K623,Prolapso retal,0,I,N,0000
K624,Estenose do ânus e do reto,0,I,N,0000
K625,Hemorragia do ânus e do reto,0,I,N,0000
K626,Úlcera do ânus e do reto,0,I,N,0000
K627,Proctite por radiação,0,I,N,0000
K628,Outras doenças especificadas do ânus e do reto,0,I,N,0000
K629,"Doença do ânus e do reto, sem outra especificação",0,I,N,0000
K63,Doenças do intestino,0,I,N,0000
K630,Abscesso do intestino,0,I,N,0000
K631,Perfuração do intestino (não-traumática),0,I,N,0000
K632,Fístula do intestino,0,I,N,0000
K633,Úlcera do intestino,0,I,N,0000
K634,Enteroptose,0,I,N,0000
K635,Pólipo do cólon,0,I,N,0000
K638,Outras doenças especificadas do intestino,0,I,N,0000
K639,"Doença do intestino, sem outra especificação",0,I,N,0000
K65,Peritonite,0,I,N,0000
K650,Peritonite aguda,0,I,N,0000
K658,Outras peritonites,0,I,N,0000
K659,"Peritonite, sem outras especificações",0,I,N,0000
K66,Transtornos do peritônio,0,I,N,0000
K660,Aderências peritoniais,0,I,N,0000
K661,Hemoperitônio,0,I,N,0000
K668,Outras afecções especificadas do peritônio,0,I,N,0000
K669,"Afecções do peritônio, sem outra especificação",0,I,N,0000
K67,Comprometimento do peritônio em doenças infecciosas classificadas em outra parte,0,I,N,0000
K670,Peritonite por clamídias,0,I,N,0000
K671,Peritonite gonocócica,0,I,N,0000
K672,Peritonite sifilítica,0,I,N,0000
K673,Peritonite tuberculosa,0,I,N,0000
K678,Outras formas de comprometimento do peritônio em doenças infecciosas classificadas em outra parte,0,I,N,0000
K70,Doença álcoolica do fígado,0,I,N,0000
K700,Fígado gorduroso alcoólico,0,I,N,0000
K701,Hepatite alcoólica,0,I,N,0000
K702,Fibrose e esclerose alcoólicas do fígado,0,I,N,0000
K703,Cirrose hepática alcoólica,0,I,N,0000
K704,Insuficiência hepática alcoólica,0,I,N,0000
K709,"Doença alcoólica do fígado, sem outra especificação",0,I,N,0000
K71,Doença hepática toxica,0,I,N,0000
K710,Doença hepática tóxica com colestase,0,I,N,0000
K711,Doença hepática tóxica com necrose hepática,0,I,N,0000
K712,Doença hepática tóxica com hepatite aguda,0,I,N,0000
K713,Doença hepática tóxica com hepatite crônica persistente,0,I,N,0000
K714,Doença hepática tóxica com hepatite crônica lobular,0,I,N,0000
K715,Doença hepática tóxica com hepatite crônica ativa,0,I,N,0000
K716,Doença hepática tóxica com hepatite não classificada em outra parte,0,I,N,0000
K717,Doença hepática tóxica com fibrose e cirrose hepáticas,0,I,N,0000
K718,Doença hepática tóxica com outros transtornos do fígado,0,I,N,0000
K719,"Doença hepática tóxica, sem outra especificação",0,I,N,0000
K72,Insuficiência hepática não classificada em outra parte,0,I,N,0000
K720,Insuficiência hepática aguda e subaguda,0,I,N,0000
K721,Insuficiência hepática crônica,0,I,N,0000
K729,"Insuficiência hepática, sem outras especificações",0,I,N,0000
K73,Hepatite crônica não classificada em outra parte,0,I,N,0000
K730,"Hepatite crônica persistente, não classificada em outra parte",0,I,N,0000
K731,"Hepatite crônica lobular, não classificada em outra parte",0,I,N,0000
K732,"Hepatite crônica ativa, não classificada em outra parte",0,I,N,0000
K738,Outras hepatites crônicas não classificada em outra parte,0,I,N,0000
K739,"Hepatite crônica, sem outra especificação",0,I,N,0000
K74,Fibrose e cirrose hepáticas,0,I,N,0000
K740,Fibrose hepática,0,I,N,0000
K741,Esclerose hepática,0,I,N,0000
K742,Fibrose hepática com esclerose hepática,0,I,N,0000
K743,Cirrose biliar primária,0,I,N,0000
K744,Cirrose biliar secundária,0,I,N,0000
K745,"Cirrose biliar, sem outra especificação",0,I,N,0000
K746,Outras formas de cirrose hepática e as não especificadas,0,I,N,0000
K75,Doenças inflamatórias do fígado,0,I,N,0000
K750,Abscesso hepático,0,I,N,0000
K751,Flebite da veia porta,0,I,N,0000
K752,Hepatite reativa não-específica,0,I,N,0000
K753,Hepatite granulomatosa não classificada em outra parte,0,I,N,0000
K754,Hepatite autoimune,0,I,N,0000
K758,Outras doenças hepáticas inflamatórias especificadas,0,I,N,0000
K759,"Doença hepática inflamatória, sem outra especificação",0,I,N,0000
K76,Doenças do fígado,0,I,N,0000
K760,Degeneração gordurosa do fígado não classificada em outra parte,0,I,N,0000
K761,Congestão passiva crônica do fígado,0,I,N,0000
K762,Necrose hemorrágica central do fígado,0,I,N,0000
K763,Infarto do fígado,0,I,N,0000
K764,Peliose hepática,0,I,N,0000
K765,Doença hepática veno-oclusiva,0,I,N,0000
K766,Hipertensão portal,0,I,N,0000
K767,Síndrome hepatorrenal,0,I,N,0000
K768,Outras doenças especificadas do fígado,0,I,N,0000
K769,"Doença hepática, sem outra especificação",0,I,N,0000
K77,Transtornos do fígado em doenças classificadas em outra parte,0,I,N,0000
K770,Transtornos hepáticos em doenças infecciosas e parasitárias classificadas em outra parte,0,I,N,0000
K778,Transtornos hepáticos em outras doenças classificadas em outra parte,0,I,N,0000
K80,Colelitiase,0,I,N,0000
K800,Calculose da vesícula biliar com colicistite aguda,0,I,N,0000
K801,Calculose da vesícula biliar com outras formas de colecistite,0,I,N,0000
K802,Calculose da vesícula biliar sem colecistite,0,I,N,0000
K803,Calculose de via biliar com colangite,0,I,N,0000
K804,Calculose de via biliar com colecistite,0,I,N,0000
K805,Calculose de via biliar sem colangite ou colecistite,0,I,N,0000
K808,Outras colelitíases,0,I,N,0000
K81,Cistite,0,I,N,0000
K810,Colecistite aguda,0,I,N,0000
K811,Colecistite crônica,0,I,N,0000
K818,Outras colecistites,0,I,N,0000
K819,"Colecistite, sem outra especificação",0,I,N,0000
K82,Doenças da vesícula biliar,0,I,N,0000
K820,Obstrução da vesícula biliar,0,I,N,0000
K821,Hidropsia da vesícula biliar,0,I,N,0000
K822,Perfuração da vesícula biliar,0,I,N,0000
K823,Fístula da vesícula biliar,0,I,N,0000
K824,Colesterolose da vesícula biliar,0,I,N,0000
K828,Outras doenças especificadas da vesícula biliar,0,I,N,0000
K829,"Doença da vesícula biliar, sem outra especificação",0,I,N,0000
K83,Doenças das vias biliares,0,I,N,0000
K830,Colangite,0,I,N,0000
K831,Obstrução de via biliar,0,I,N,0000
K832,Perfuração de via biliar,0,I,N,0000
K833,Fístula de via biliar,0,I,N,0000
K834,Espasmo do esfíncter de Oddi,0,I,N,0000
K835,Cisto biliar,0,I,N,0000
K838,Outras doenças especificadas das vias biliares,0,I,N,0000
K839,"Doença das vias biliares, sem outra especificação",0,I,N,0000
K850,Pancreatite aguda idiopática,0,I,N,0000
K851,Pancreatite aguda biliar,0,I,N,0000
K852,Pancreatite aguda induzida por álcool,0,I,N,0000
K853,Pancreatite aguda induzida por droga,0,I,N,0000
K858,Outras pancreatites agudas,0,I,N,0000
K859,"Pancreatite aguda, não especificada",0,I,N,0000
K86,Doenças do pâncreas,0,I,N,0000
K860,Pancreatite crônica induzida por álcool,0,I,N,0000
K861,Outras pancreatites crônicas,0,I,N,0000
K862,Cisto do pâncreas,0,I,N,0000
K863,Pseudocisto do pâncreas,0,I,N,0000
K868,Outras doenças especificadas do pâncreas,0,I,N,0000
K869,"Doença do pâncreas, sem outra especificação",0,I,N,0000
K87,Transtorno da vesícula biliar das vias biliares do pâncreas em doenças classificadas em outra parte,0,I,N,0000
K870,Transtornos da vesícula biliar e das vias biliares em doenças classificadas em outra parte,0,I,N,0000
K871,Transtornos do pâncreas em doenças classificadas em outra parte,0,I,N,0000
K90,Ma-absorção intestinal,0,I,N,0000
K900,Doença celíaca,0,I,N,0000
K901,Espru tropical,0,I,N,0000
K902,Síndrome da alça cega não classificada em outra parte,0,I,N,0000
K903,Esteatorréia pancreática,0,I,N,0000
K904,Má-absorção devida a intolerância não classificada em outra parte,0,I,N,0000
K908,Outras formas de má-absorção intestinal,0,I,N,0000
K909,"Má-absorção intestinal, sem outra especificação",0,I,N,0000
K91,Transtornos do aparelho digestivo pós-procedimentos não classificados em outra parte,0,I,N,0000
K910,Vômitos pós-cirurgia gastrointestinal,0,I,N,0000
K911,Síndromes pós-cirurgia gástrica,0,I,N,0000
K912,Má-absorção pós-cirúrgica não classificada em outra parte,0,I,N,0000
K913,Obstrução intestinal pós-operatória,0,I,N,0000
K914,Mau funcionamento de colostomia e enterostomia,0,I,N,0000
K915,Síndrome pós-colecistectomia,0,I,N,0000
K918,"Outros transtornos do aparelho digestivo, pós-cirúrgicos, não classificados em outra parte",0,I,N,0000
K919,Transtorno do aparelho digestivo pós procedimento,0,I,N,0000
K92,Doenças do aparelho digestivo,0,I,N,0000
K920,Hematêmese,0,I,N,0000
K921,Melena,0,I,N,0000
K922,"Hemorragia gastrointestinal, sem outra especificação",0,I,N,0000
K928,Outras doenças especificadas do aparelho digestivo,0,I,N,0000
K929,"Doença do aparelho digestivo, sem outra especificação",0,I,N,0000
K93,Transtornos de outros orgãos digestivos em doenças classificadas em outra parte,0,I,N,0000
K930,"Transtornos devido a tuberculose do intestino, do peritônio e dos gânglios do mesentério",0,I,N,0000
K931,Megacólon na doença de Chagas,0,I,N,0000
K938,Transtornos de outros órgãos digestivos especificados em doenças classificadas em outra parte,0,I,N,0000
L00,Síndrome da pele escaldada estafilocócica do recém-nascido,0,I,N,0000
L01,Impetigo,0,I,N,0000
L010,Impetigo [qualquer localização] [qualquer microorganismo],0,I,N,0000
L011,Impetiginização de outras dermatoses,0,I,N,0000
L02,Abscesso cutâneo furunculo e antraz,0,I,N,0000
L020,"Abscesso cutâneo, furúnculo e antraz da face",0,I,N,0000
L021,"Abscesso cutâneo, furúnculo e antraz do pescoço",0,I,N,0000
L022,"Abscesso cutâneo, furúnculo e antraz do tronco",0,I,N,0000
L023,"Abscesso cutâneo, furúnculo e antraz da nádega",0,I,N,0000
L024,"Abscesso cutâneo, furúnculo e antraz do(s) membro(s)",0,I,N,0000
L028,"Abscesso cutâneo, furúnculo e antraz de outras localizações",0,I,N,0000
L029,"Abscesso cutâneo, furúnculo e antraz de localização não especificada",0,I,N,0000
L03,Celulite (flegmao),0,I,N,0000
L030,Celulite de dedos das mãos e dos pés,0,I,N,0000
L031,Celulite de outras partes do(s) membro(s),0,I,N,0000
L032,Celulite da face,0,I,N,0000
L033,Celulite do tronco,0,I,N,0000
L038,Celulite de outros locais,0,I,N,0000
L039,Celulite não especificada,0,I,N,0000
L04,Linfadenite aguda,0,I,N,0000
L040,"Linfadenite aguda de face, cabeça e pescoço",0,I,N,0000
L041,Linfadenite aguda do tronco,0,I,N,0000
L042,Linfadenite aguda de membro superior,0,I,N,0000
L043,Linfadenite aguda de membro inferior,0,I,N,0000
L048,Linfadenite aguda de outras localizações,0,I,N,0000
L049,Linfadenite aguda de localização não especificada,0,I,N,0000
L05,Cisto pilonidal,0,I,N,0000
L050,Cisto pilonidal com abscesso,0,I,N,0000
L059,Cisto pilonidal sem abscesso,0,I,N,0000
L08,Outras infecções localizadas da pele e do tecido subcutâneo,0,I,N,0000
L080,Piodermite,0,I,N,0000
L081,Eritrasma,0,I,N,0000
L088,"Outras infecções localizadas, especificadas, da pele e do tecido subcutâneo",0,I,N,0000
L089,"Infecção localizada da pele e do tecido subcutâneo, não especificada",0,I,N,0000
L10,Penfigo,0,I,N,0000
L100,Pênfigo vulgar,0,I,N,0000
L101,Pênfigo vegetante,0,I,N,0000
L102,Pênfigo foliáceo,0,I,N,0000
L103,Pênfigo brasileiro [fogo selvagem],0,I,N,0000
L104,Pênfigo eritematoso,0,I,N,0000
L105,Pênfigo induzido por drogas,0,I,N,0000
L108,Outras formas de pênfigo,0,I,N,0000
L109,"Pênfigo, não especificado",0,I,N,0000
L11,Outras afecções acantoliticas,0,I,N,0000
L110,Ceratose folicular adquirida,0,I,N,0000
L111,Dermatose acantolítica transitória [grover],0,I,N,0000
L118,Outras afecções acantolíticas especificadas,0,I,N,0000
L119,Afecções acantolíticas não especificadas,0,I,N,0000
L12,Penfigóide,0,I,N,0000
L120,Penfigóide bolhoso,0,I,N,0000
L121,Penfigóide cicatricial,0,I,N,0000
L122,Doença bolhosa crônica da infância,0,I,N,0000
L123,Epidermólise bolhosa adquirida,0,I,N,0000
L128,Outras formas de penfigóide,0,I,N,0000
L129,"Penfigóide, não especificado",0,I,N,0000
L13,Outras afecções bolhosas,0,I,N,0000
L130,Dermatite herpetiforme,0,I,N,0000
L131,Dermatite pustular subcorneana,0,I,N,0000
L138,Outras afecções bolhosas especificadas,0,I,N,0000
L139,"Doença bolhosa, não especificada",0,I,N,0000
L14,Afecções bolhosas em doenças classificadas em outra parte,0,I,N,0000
L20,Dermatite atópica,0,I,N,0000
L200,Prurigo de besnier,0,I,N,0000
L208,Outras dermatites atópicas,0,I,N,0000
L209,"Dermatite atópica, não especificada",0,I,N,0000
L21,Dermatite seborreica,0,I,N,0000
L210,Seborréia do couro cabeludo,0,I,N,0000
L211,Dermatite seborréica infantil,0,I,N,0000
L218,Outras dermatites seborréicas,0,I,N,0000
L219,"Dermatite seborréica, não especificada",0,I,N,0000
L22,Dermatite das fraldas,0,I,N,0000
L23,Dermatites alérgicas de contato,0,I,N,0000
